Gyro_X,Gyro_Y,Gyro_Z,Timestamp
0.12, 0.37, 0.55,2024-08-13 16:13:07
0.43, 0.61, 0.61,2024-08-13 16:13:08
0.12, 0.37, 0.55,2024-08-13 16:13:09
-0.67, -0.24, 0.67,2024-08-13 16:13:10
1.10, 0.55, 0.49,2024-08-13 16:13:11
-0.55, -0.06, 0.61,2024-08-13 16:13:12
0.24, 0.18, 0.55,2024-08-13 16:13:13
0.49, 0.61, 0.49,2024-08-13 16:13:14
-0.24, 0.12, 0.55,2024-08-13 16:13:15
0.06, 0.18, 0.55,2024-08-13 16:13:16
0.61, 0.79, 0.55,2024-08-13 16:13:17
0.31, 0.55, 0.55,2024-08-13 16:13:18
-0.06, 0.24, 0.61,2024-08-13 16:13:19
-0.06, 0.24, 0.61,2024-08-13 16:13:20
0.37, 0.55, 0.61,2024-08-13 16:13:21
0.24, 0.49, 0.55,2024-08-13 16:13:22
0.06, 0.31, 0.55,2024-08-13 16:13:23
0.37, 0.61, 0.55,2024-08-13 16:13:24
0.24, 0.55, 0.55,2024-08-13 16:13:25
0.31, 0.55, 0.55,2024-08-13 16:13:26
0.43, 0.61, 0.55,2024-08-13 16:13:27
0.31, 0.49, 0.55,2024-08-13 16:13:28
0.37, 0.55, 0.55,2024-08-13 16:13:29
0.24, 0.49, 0.55,2024-08-13 16:13:30
0.18, 0.43, 0.55,2024-08-13 16:13:31
0.24, 0.49, 0.55,2024-08-13 16:13:32
0.37, 0.55, 0.55,2024-08-13 16:13:33
0.31, 0.49, 0.55,2024-08-13 16:13:34
0.37, 0.61, 0.55,2024-08-13 16:13:35
0.31, 0.61, 0.55,2024-08-13 16:13:36
0.31, 0.55, 0.55,2024-08-13 16:13:37
0.31, 0.55, 0.61,2024-08-13 16:13:38
0.24, 0.43, 0.55,2024-08-13 16:13:39
0.37, 0.55, 0.55,2024-08-13 16:13:40
0.31, 0.49, 0.55,2024-08-13 16:13:41
0.31, 0.55, 0.55,2024-08-13 16:13:42
0.37, 0.55, 0.55,2024-08-13 16:13:43
0.37, 0.55, 0.55,2024-08-13 16:13:44
0.31, 0.55, 0.55,2024-08-13 16:13:45
0.31, 0.49, 0.55,2024-08-13 16:13:46
0.37, 0.55, 0.55,2024-08-13 16:13:47
0.31, 0.49, 0.55,2024-08-13 16:13:48
0.37, 0.55, 0.55,2024-08-13 16:13:49
0.31, 0.55, 0.55,2024-08-13 16:13:50
1.28, 1.22, 0.55,2024-08-13 16:13:51
-0.92, -0.31, 0.61,2024-08-13 16:13:52
1.04, 1.16, 0.55,2024-08-13 16:13:53
0.49, 0.55, 0.61,2024-08-13 16:13:54
0.98, 0.98, 0.55,2024-08-13 16:13:55
1.59, 1.53, 0.55,2024-08-13 16:13:56
0.67, 0.79, 0.55,2024-08-13 16:13:57
0.49, 0.67, 0.61,2024-08-13 16:13:58
0.37, 0.73, 0.55,2024-08-13 16:13:59
0.43, -15.08, 0.61,2024-08-13 16:14:00
0.49, 0.55, 0.55,2024-08-13 16:14:01
0.31, 0.49, 0.55,2024-08-13 16:14:02
0.55, 0.55, 0.55,2024-08-13 16:14:03
0.00, 0.37, 0.55,2024-08-13 16:14:04
-1.95, -1.40, 0.43,2024-08-13 16:14:05
-0.79, -0.24, 0.67,2024-08-13 16:14:06
0.24, 0.49, 0.55,2024-08-13 16:14:07
0.49, 0.61, 0.55,2024-08-13 16:14:08
0.06, 0.31, 0.55,2024-08-13 16:14:09
0.24, 0.43, 0.55,2024-08-13 16:14:10
-0.06, 0.37, 0.55,2024-08-13 16:14:11
0.06, 0.43, 0.61,2024-08-13 16:14:12
0.31, 0.61, 0.61,2024-08-13 16:14:13
0.06, 0.24, 0.55,2024-08-13 16:14:14
0.55, 0.61, 0.55,2024-08-13 16:14:15
0.55, 0.55, 0.55,2024-08-13 16:14:16
0.31, 0.55, 0.55,2024-08-13 16:14:17
0.31, 0.55, 0.55,2024-08-13 16:14:18
0.37, 0.55, 0.61,2024-08-13 16:14:19
-0.06, 0.49, 0.55,2024-08-13 16:14:20
0.00, 0.12, 0.55,2024-08-13 16:14:21
-0.12, 0.18, 0.55,2024-08-13 16:14:22
0.49, 0.61, 0.55,2024-08-13 16:14:23
0.43, 0.61, 0.55,2024-08-13 16:14:24
0.43, 0.73, 0.55,2024-08-13 16:14:25
0.31, 0.49, 0.61,2024-08-13 16:14:26
0.37, 0.49, 0.61,2024-08-13 16:14:27
0.18, 0.49, 0.61,2024-08-13 16:14:28
0.31, 0.55, 0.55,2024-08-13 16:14:29
-0.24, 0.06, 0.55,2024-08-13 16:14:30
0.49, 0.73, 0.55,2024-08-13 16:14:31
0.06, 0.37, 0.55,2024-08-13 16:14:32
0.55, 0.85, 0.55,2024-08-13 16:14:33
0.06, 0.37, 0.55,2024-08-13 16:14:34
0.67, 0.85, 0.55,2024-08-13 16:14:35
-0.18, 0.24, 0.55,2024-08-13 16:14:36
0.61, 0.73, 0.55,2024-08-13 16:14:37
0.31, 0.49, 0.55,2024-08-13 16:14:38
0.31, 0.43, 0.61,2024-08-13 16:14:39
0.37, 0.61, 0.55,2024-08-13 16:14:40
-0.92, -0.18, 0.55,2024-08-13 16:14:41
0.55, 0.61, 0.55,2024-08-13 16:14:42
0.49, 0.73, 0.61,2024-08-13 16:14:43
0.61, 0.61, 0.61,2024-08-13 16:14:44
-0.37, 0.37, 0.61,2024-08-13 16:14:45
0.92, 0.92, 0.55,2024-08-13 16:14:46
0.79, 0.79, 0.49,2024-08-13 16:14:47
0.06, 0.49, 0.55,2024-08-13 16:14:48
0.43, 0.61, 0.55,2024-08-13 16:14:49
-0.37, 0.18, 0.61,2024-08-13 16:14:50
-0.06, 0.31, 0.61,2024-08-13 16:14:51
1.46, 1.22, 0.55,2024-08-13 16:14:52
0.61, 0.73, 0.55,2024-08-13 16:14:53
0.43, 0.61, 0.55,2024-08-13 16:14:54
0.61, 0.79, 0.55,2024-08-13 16:14:55
0.18, 0.43, 0.61,2024-08-13 16:14:56
0.37, 0.55, 0.55,2024-08-13 16:14:57
0.43, 0.55, 0.55,2024-08-13 16:14:58
0.06, 0.43, 0.61,2024-08-13 16:14:59
0.31, 0.55, 0.61,2024-08-13 16:15:00
0.12, 0.67, 0.55,2024-08-13 16:15:01
1.10, 1.28, 0.61,2024-08-13 16:15:02
1.10, 1.04, 0.61,2024-08-13 16:15:03
-0.31, 0.06, 0.55,2024-08-13 16:15:04
0.55, 0.61, 0.55,2024-08-13 16:15:05
-1.83, -0.67, 0.55,2024-08-13 16:15:06
0.31, 0.49, 0.55,2024-08-13 16:15:07
-0.06, 0.37, 0.55,2024-08-13 16:15:08
0.31, 0.55, 0.61,2024-08-13 16:15:09
-0.06, 0.24, 0.55,2024-08-13 16:15:10
0.18, 0.49, 0.55,2024-08-13 16:15:11
-0.37, -0.06, 0.55,2024-08-13 16:15:12
0.61, 0.73, 0.49,2024-08-13 16:15:13
0.55, 0.49, 0.73,2024-08-13 16:15:14
0.73, 0.37, 0.61,2024-08-13 16:15:15
0.61, 0.73, 0.49,2024-08-13 16:15:16
1.16, 0.85, 0.55,2024-08-13 16:15:17
0.37, 0.61, 0.67,2024-08-13 16:15:18
0.49, 0.61, 0.55,2024-08-13 16:15:19
0.85, 0.92, 0.55,2024-08-13 16:15:20
2.20, 1.34, 0.49,2024-08-13 16:15:21
0.55, 0.73, 0.55,2024-08-13 16:15:22
0.31, 0.49, 0.61,2024-08-13 16:15:23
0.24, 0.49, 0.55,2024-08-13 16:15:24
0.55, 0.67, 0.61,2024-08-13 16:15:25
0.37, 0.67, 0.55,2024-08-13 16:15:26
0.12, 0.43, 0.55,2024-08-13 16:15:27
0.06, 0.37, 0.61,2024-08-13 16:15:28
0.31, 0.55, 0.61,2024-08-13 16:15:29
0.24, 0.43, 0.55,2024-08-13 16:15:30
0.24, 0.43, 0.61,2024-08-13 16:15:31
-0.06, 0.24, 0.67,2024-08-13 16:15:32
-1.10, -0.12, 0.55,2024-08-13 16:15:33
0.00, 0.61, 0.55,2024-08-13 16:15:34
-1.53, 0.00, 0.37,2024-08-13 16:15:35
0.31, 0.73, 0.55,2024-08-13 16:15:36
-0.12, 0.73, 0.55,2024-08-13 16:15:37
1.22, 0.37, 0.49,2024-08-13 16:15:38
-0.73, -0.67, 0.67,2024-08-13 16:15:39
1.34, 2.93, 0.61,2024-08-13 16:15:40
0.12, 1.10, 0.55,2024-08-13 16:15:41
-5.43, -3.85, 0.85,2024-08-13 16:15:42
0.49, 0.49, 0.55,2024-08-13 16:15:43
0.43, 0.43, 0.61,2024-08-13 16:15:44
0.24, 0.43, 0.55,2024-08-13 16:15:45
-0.06, 0.55, 0.55,2024-08-13 16:15:46
0.24, 0.43, 0.61,2024-08-13 16:15:47
0.55, 0.55, 0.55,2024-08-13 16:15:48
-0.18, 0.24, 0.55,2024-08-13 16:15:49
0.67, 0.85, 0.55,2024-08-13 16:15:50
0.49, 0.61, 0.55,2024-08-13 16:15:51
2.08, 1.16, 0.55,2024-08-13 16:15:52
0.31, 0.55, 0.55,2024-08-13 16:15:53
-0.12, 0.37, 0.67,2024-08-13 16:15:54
-1.04, -0.31, 0.73,2024-08-13 16:15:55
0.43, 0.61, 0.55,2024-08-13 16:15:56
0.00, 0.31, 0.55,2024-08-13 16:15:57
0.18, 0.37, 0.61,2024-08-13 16:15:58
0.31, 0.49, 0.55,2024-08-13 16:15:59
0.00, 0.43, 0.55,2024-08-13 16:16:00
0.06, 0.31, 0.55,2024-08-13 16:16:01
0.24, 0.55, 0.61,2024-08-13 16:16:02
-0.43, -0.12, 0.67,2024-08-13 16:16:03
0.61, 0.37, 0.55,2024-08-13 16:16:04
0.31, 0.61, 0.55,2024-08-13 16:16:05
0.31, 0.67, 0.55,2024-08-13 16:16:06
0.37, 0.61, 0.55,2024-08-13 16:16:07
0.18, 0.43, 0.55,2024-08-13 16:16:08
0.92, 1.22, 0.55,2024-08-13 16:16:09
0.37, 0.55, 0.55,2024-08-13 16:16:10
0.12, 0.49, 0.61,2024-08-13 16:16:11
0.37, 0.55, 0.61,2024-08-13 16:16:12
0.12, 0.31, 0.61,2024-08-13 16:16:13
0.24, 0.55, 0.55,2024-08-13 16:16:14
0.43, 0.55, 0.61,2024-08-13 16:16:15
0.49, 0.55, 0.55,2024-08-13 16:16:16
-0.18, -0.06, 0.61,2024-08-13 16:16:17
0.12, 0.31, 0.61,2024-08-13 16:16:18
0.12, 0.61, 0.55,2024-08-13 16:16:19
0.37, 0.55, 0.55,2024-08-13 16:16:20
1.34, 1.40, 0.49,2024-08-13 16:16:21
0.31, 0.61, 0.55,2024-08-13 16:16:22
0.06, 0.24, 0.55,2024-08-13 16:16:23
0.31, 0.73, 0.55,2024-08-13 16:16:24
0.18, 0.49, 0.55,2024-08-13 16:16:25
0.31, 0.49, 0.55,2024-08-13 16:16:26
0.12, 0.37, 0.55,2024-08-13 16:16:27
0.18, 0.49, 0.55,2024-08-13 16:16:28
0.06, 0.24, 0.55,2024-08-13 16:16:29
0.31, 0.55, 0.55,2024-08-13 16:16:30
0.31, 0.55, 0.55,2024-08-13 16:16:31
0.37, 0.49, 0.55,2024-08-13 16:16:32
0.06, 0.37, 0.55,2024-08-13 16:16:33
0.43, 0.61, 0.55,2024-08-13 16:16:34
0.18, 0.49, 0.55,2024-08-13 16:16:35
-0.55, -0.18, 0.61,2024-08-13 16:16:36
0.49, 0.61, 0.61,2024-08-13 16:16:37
0.18, 0.37, 0.55,2024-08-13 16:16:38
0.24, 0.49, 0.55,2024-08-13 16:16:39
0.61, 0.61, 0.55,2024-08-13 16:16:40
0.37, 0.49, 0.55,2024-08-13 16:16:41
0.24, 0.37, 0.55,2024-08-13 16:16:42
0.31, 0.24, 0.55,2024-08-13 16:16:43
0.31, 0.43, 0.55,2024-08-13 16:16:44
0.49, 0.49, 0.61,2024-08-13 16:16:45
0.37, 0.67, 0.55,2024-08-13 16:16:46
0.18, 0.49, 0.55,2024-08-13 16:16:47
0.31, 0.61, 0.55,2024-08-13 16:16:48
0.31, 0.49, 0.55,2024-08-13 16:16:49
0.37, 0.61, 0.61,2024-08-13 16:16:50
0.00, 0.31, 0.55,2024-08-13 16:16:51
0.43, 0.43, 0.55,2024-08-13 16:16:52
0.31, 0.61, 0.55,2024-08-13 16:16:53
0.24, 0.55, 0.61,2024-08-13 16:16:54
0.24, 0.49, 0.61,2024-08-13 16:16:55
0.31, 0.49, 0.55,2024-08-13 16:16:56
0.00, 0.49, 0.61,2024-08-13 16:16:57
0.24, 0.49, 0.61,2024-08-13 16:16:58
0.43, 0.67, 0.55,2024-08-13 16:16:59
0.24, 0.49, 0.55,2024-08-13 16:17:00
0.43, 0.55, 0.55,2024-08-13 16:17:01
0.24, 0.55, 0.55,2024-08-13 16:17:02
0.00, 0.31, 0.55,2024-08-13 16:17:03
-0.06, 0.31, 0.61,2024-08-13 16:17:04
1.16, 1.71, 0.43,2024-08-13 16:17:05
0.37, 0.61, 0.55,2024-08-13 16:17:06
0.37, 0.49, 0.55,2024-08-13 16:17:07
0.31, 0.49, 0.49,2024-08-13 16:17:08
0.73, 0.49, 0.55,2024-08-13 16:17:09
0.12, 0.18, 0.55,2024-08-13 16:17:10
2.01, 1.53, 0.43,2024-08-13 16:17:11
0.06, 0.37, 0.55,2024-08-13 16:17:12
1.46, 1.40, 0.49,2024-08-13 16:17:13
1.65, 1.59, 0.49,2024-08-13 16:17:14
1.16, 1.40, 0.49,2024-08-13 16:17:15
0.12, 0.43, 0.55,2024-08-13 16:17:16
0.98, 1.28, 0.55,2024-08-13 16:17:17
0.31, 0.37, 0.55,2024-08-13 16:17:18
0.06, 0.24, 0.61,2024-08-13 16:17:19
0.49, 0.73, 0.55,2024-08-13 16:17:20
0.49, 0.73, 0.55,2024-08-13 16:17:21
0.24, 0.55, 0.61,2024-08-13 16:17:22
1.59, 1.59, 0.49,2024-08-13 16:17:23
0.31, 0.43, 0.61,2024-08-13 16:17:24
0.06, 0.24, 0.55,2024-08-13 16:17:25
0.31, 0.55, 0.55,2024-08-13 16:17:26
1.40, 2.01, 0.49,2024-08-13 16:17:27
2.01, 2.08, 0.43,2024-08-13 16:17:28
-0.24, -0.24, 0.55,2024-08-13 16:17:29
0.12, 0.24, 0.55,2024-08-13 16:17:30
0.12, 0.43, 0.61,2024-08-13 16:17:31
1.04, 1.22, 0.61,2024-08-13 16:17:32
0.37, 1.28, 0.49,2024-08-13 16:17:33
0.31, 0.61, 0.55,2024-08-13 16:17:34
0.24, 0.49, 0.55,2024-08-13 16:17:35
0.24, 0.49, 0.55,2024-08-13 16:17:36
0.37, 0.49, 0.55,2024-08-13 16:17:37
0.31, 0.49, 0.55,2024-08-13 16:17:38
0.31, 0.49, 0.61,2024-08-13 16:17:39
0.18, 0.49, 0.61,2024-08-13 16:17:40
0.43, 0.61, 0.55,2024-08-13 16:17:41
0.24, 0.49, 0.61,2024-08-13 16:17:42
0.24, 0.49, 0.55,2024-08-13 16:17:43
0.24, 0.49, 0.55,2024-08-13 16:17:44
0.18, 0.61, 0.55,2024-08-13 16:17:45
0.31, 0.49, 0.55,2024-08-13 16:17:46
0.31, 0.49, 0.55,2024-08-13 16:17:47
0.24, 0.49, 0.55,2024-08-13 16:17:48
0.24, 0.49, 0.55,2024-08-13 16:17:49
0.31, 0.49, 0.55,2024-08-13 16:17:50
0.79, 0.67, 0.55,2024-08-13 16:17:51
0.31, 0.49, 0.55,2024-08-13 16:17:52
0.31, 0.55, 0.55,2024-08-13 16:17:53
0.37, 0.55, 0.61,2024-08-13 16:17:54
0.31, 0.55, 0.55,2024-08-13 16:17:55
0.18, 0.37, 0.55,2024-08-13 16:17:56
0.49, 0.55, 0.55,2024-08-13 16:17:57
0.37, 0.55, 0.61,2024-08-13 16:17:58
0.12, 0.49, 0.61,2024-08-13 16:17:59
0.24, 0.49, 0.55,2024-08-13 16:18:00
0.43, 0.61, 0.55,2024-08-13 16:18:01
0.31, 0.49, 0.61,2024-08-13 16:18:02
0.31, 0.55, 0.55,2024-08-13 16:18:03
0.37, 0.55, 0.61,2024-08-13 16:18:04
0.37, 0.49, 0.55,2024-08-13 16:18:05
0.43, 0.67, 0.55,2024-08-13 16:18:06
0.31, 0.55, 0.55,2024-08-13 16:18:07
0.31, 0.55, 0.55,2024-08-13 16:18:08
0.18, 0.49, 0.61,2024-08-13 16:18:09
0.18, 0.49, 0.55,2024-08-13 16:18:10
0.37, 0.67, 0.55,2024-08-13 16:18:11
0.18, 0.37, 0.61,2024-08-13 16:18:12
0.12, 0.49, 0.61,2024-08-13 16:18:13
-0.06, 0.31, 0.55,2024-08-13 16:18:14
-0.12, 0.00, 0.61,2024-08-13 16:18:15
0.24, 0.43, 0.55,2024-08-13 16:18:16
0.31, 0.55, 0.55,2024-08-13 16:18:17
0.18, 0.49, 0.61,2024-08-13 16:18:18
0.31, 0.49, 0.55,2024-08-13 16:18:19
0.31, 0.49, 0.55,2024-08-13 16:18:20
0.37, 0.61, 0.55,2024-08-13 16:18:21
0.31, 0.55, 0.55,2024-08-13 16:18:22
0.18, 0.49, 0.55,2024-08-13 16:18:23
0.31, 0.49, 0.55,2024-08-13 16:18:24
0.24, 0.49, 0.61,2024-08-13 16:18:25
0.24, 0.43, 0.61,2024-08-13 16:18:26
0.24, 0.43, 0.61,2024-08-13 16:18:27
0.31, 0.55, 0.55,2024-08-13 16:18:28
0.24, 0.49, 0.61,2024-08-13 16:18:29
0.31, 0.49, 0.55,2024-08-13 16:18:30
0.31, 0.55, 0.55,2024-08-13 16:18:31
0.24, 0.55, 0.61,2024-08-13 16:18:32
0.24, 0.49, 0.55,2024-08-13 16:18:33
0.24, 0.49, 0.55,2024-08-13 16:18:34
0.43, 0.61, 0.55,2024-08-13 16:18:35
0.37, 0.61, 0.55,2024-08-13 16:18:36
0.31, 0.55, 0.55,2024-08-13 16:18:37
0.31, 0.55, 0.55,2024-08-13 16:18:38
0.37, 0.61, 0.55,2024-08-13 16:18:39
0.31, 0.49, 0.55,2024-08-13 16:18:40
0.37, 0.55, 0.55,2024-08-13 16:18:41
0.18, 0.55, 0.55,2024-08-13 16:18:42
0.18, 0.43, 0.55,2024-08-13 16:18:43
-0.06, 0.61, 0.55,2024-08-13 16:18:44
0.55, 0.67, 0.49,2024-08-13 16:18:45
0.43, 0.67, 0.55,2024-08-13 16:18:46
0.00, 0.12, 0.61,2024-08-13 16:18:47
0.55, 0.85, 0.61,2024-08-13 16:18:48
-0.06, 0.85, 0.61,2024-08-13 16:18:49
-0.12, 0.37, 0.55,2024-08-13 16:18:50
0.06, 0.31, 0.55,2024-08-13 16:18:51
0.43, 0.79, 0.55,2024-08-13 16:18:52
0.31, 0.61, 0.61,2024-08-13 16:18:53
0.43, 0.67, 0.55,2024-08-13 16:18:54
0.06, 0.00, 0.67,2024-08-13 16:18:55
0.12, 0.24, 0.67,2024-08-13 16:18:56
0.85, 1.16, 0.49,2024-08-13 16:18:57
0.73, 1.10, 0.55,2024-08-13 16:18:58
0.18, 0.49, 0.55,2024-08-13 16:18:59
0.55, 0.55, 0.61,2024-08-13 16:19:00
-0.55, 0.00, 0.79,2024-08-13 16:19:01
0.55, 0.73, 0.55,2024-08-13 16:19:02
0.85, 0.85, 0.55,2024-08-13 16:19:03
0.06, 0.37, 0.61,2024-08-13 16:19:04
0.24, 0.55, 0.55,2024-08-13 16:19:05
0.24, 0.49, 0.55,2024-08-13 16:19:06
0.49, 0.73, 0.55,2024-08-13 16:19:07
0.43, 0.49, 0.61,2024-08-13 16:19:08
1.59, 1.16, 0.49,2024-08-13 16:19:09
0.43, 0.61, 0.55,2024-08-13 16:19:10
0.12, 0.37, 0.55,2024-08-13 16:19:11
0.18, 0.49, 0.55,2024-08-13 16:19:12
1.83, 1.71, 0.49,2024-08-13 16:19:13
0.79, 1.16, 0.49,2024-08-13 16:19:14
-0.12, -0.31, 0.55,2024-08-13 16:19:15
1.40, 2.01, 0.43,2024-08-13 16:19:16
0.12, 0.43, 0.61,2024-08-13 16:19:17
0.31, 0.55, 0.55,2024-08-13 16:19:18
16.11, 14.95, -3.48,2024-08-13 16:19:19
-15.14, -2.32, 13.85,2024-08-13 16:19:20
2.81, 0.31, 5.43,2024-08-13 16:19:21
0.24, 0.49, 0.55,2024-08-13 16:19:22
0.61, 0.61, 0.55,2024-08-13 16:19:23
4.46, 2.01, 0.79,2024-08-13 16:19:24
0.67, 0.55, 0.55,2024-08-13 16:19:25
0.31, 0.37, 0.55,2024-08-13 16:19:26
1.04, 0.92, 0.61,2024-08-13 16:19:27
0.49, 0.55, 0.55,2024-08-13 16:19:29
0.49, 0.43, 0.61,2024-08-13 16:19:30
0.98, 0.67, 0.61,2024-08-13 16:19:31
0.00, 0.31, 0.55,2024-08-13 16:19:32
0.43, 0.37, 0.55,2024-08-13 16:19:33
0.43, 0.49, 0.55,2024-08-13 16:19:34
-0.61, -0.06, 0.79,2024-08-13 16:19:35
0.18, 0.31, 0.55,2024-08-13 16:19:36
4.64, 0.98, 1.10,2024-08-13 16:19:37
0.18, 0.49, 0.55,2024-08-13 16:19:38
0.43, 0.55, 0.55,2024-08-13 16:19:39
0.49, 0.55, 0.55,2024-08-13 16:19:40
0.31, 0.73, 0.55,2024-08-13 16:19:41
0.31, 0.49, 0.61,2024-08-13 16:19:42
0.43, 0.49, 0.61,2024-08-13 16:19:43
0.37, 0.49, 0.55,2024-08-13 16:19:44
-0.24, 0.43, 0.49,2024-08-13 16:19:45
0.37, 0.49, 0.49,2024-08-13 16:19:46
15.44, 0.61, 0.49,2024-08-13 16:19:47
0.31, 0.55, 0.55,2024-08-13 16:19:48
-0.85, 0.12, 0.55,2024-08-13 16:19:49
0.37, 0.55, 0.55,2024-08-13 16:19:50
0.31, 0.49, 0.55,2024-08-13 16:19:51
0.43, 0.49, 0.55,2024-08-13 16:19:52
0.61, 0.61, 0.49,2024-08-13 16:19:53
0.18, 0.55, 0.49,2024-08-13 16:19:54
0.18, 0.18, 0.55,2024-08-13 16:19:55
0.18, 0.49, 0.55,2024-08-13 16:19:56
0.55, 0.55, 0.61,2024-08-13 16:19:57
0.49, 0.73, 0.61,2024-08-13 16:19:58
-1.16, 0.92, 0.37,2024-08-13 16:19:59
0.55, 0.49, 0.55,2024-08-13 16:20:00
0.31, 0.55, 0.49,2024-08-13 16:20:01
0.37, 0.61, 0.55,2024-08-13 16:20:02
0.37, 0.55, 0.55,2024-08-13 16:20:03
0.31, 0.43, 0.55,2024-08-13 16:20:04
0.12, 0.37, 0.55,2024-08-13 16:20:05
0.37, 0.49, 0.55,2024-08-13 16:20:06
0.18, 0.43, 0.55,2024-08-13 16:20:07
0.31, 0.31, 0.61,2024-08-13 16:20:08
0.24, 0.49, 0.55,2024-08-13 16:20:09
-0.18, 0.31, 0.43,2024-08-13 16:20:10
0.12, 0.12, 0.55,2024-08-13 16:20:11
0.31, 0.49, 0.61,2024-08-13 16:20:12
0.55, 0.61, 0.55,2024-08-13 16:20:13
0.31, 0.55, 0.55,2024-08-13 16:20:14
-0.92, -0.43, 0.37,2024-08-13 16:20:15
1.59, 1.10, 0.55,2024-08-13 16:20:16
0.67, 0.67, 0.67,2024-08-13 16:20:17
0.06, 0.37, 0.55,2024-08-13 16:20:18
-1.59, 0.55, 0.49,2024-08-13 16:20:19
0.06, 0.73, 0.43,2024-08-13 16:20:20
2.56, 0.61, 0.85,2024-08-13 16:20:21
0.43, 0.55, 0.55,2024-08-13 16:20:22
0.85, 0.67, 0.73,2024-08-13 16:20:23
0.31, 0.55, 0.55,2024-08-13 16:20:24
-2.20, 2.01, -0.24,2024-08-13 16:20:25
0.49, 0.31, 0.49,2024-08-13 16:20:26
-0.24, 0.43, 0.49,2024-08-13 16:20:27
0.61, 0.61, 0.67,2024-08-13 16:20:28
-0.12, 0.31, 0.55,2024-08-13 16:20:29
0.37, 0.55, 0.55,2024-08-13 16:20:30
0.31, 0.49, 0.55,2024-08-13 16:20:31
0.24, 0.37, 0.67,2024-08-13 16:20:32
0.24, 0.37, 0.61,2024-08-13 16:20:33
0.31, 0.49, 0.55,2024-08-13 16:20:34
-0.24, 0.24, 0.61,2024-08-13 16:20:35
0.00, 0.67, 0.43,2024-08-13 16:20:36
0.79, 0.55, 0.61,2024-08-13 16:20:37
-0.12, 0.79, 0.49,2024-08-13 16:20:38
0.49, 0.49, 0.55,2024-08-13 16:20:39
0.18, 0.00, 0.55,2024-08-13 16:20:40
0.43, 0.67, 0.49,2024-08-13 16:20:41
-0.43, 0.31, 0.49,2024-08-13 16:20:42
0.18, 0.73, 0.55,2024-08-13 16:20:43
-0.43, 0.37, 0.49,2024-08-13 16:20:44
0.24, 0.67, 0.49,2024-08-13 16:20:45
0.31, 0.43, 0.55,2024-08-13 16:20:46
0.24, 0.37, 0.55,2024-08-13 16:20:47
0.31, 0.49, 0.55,2024-08-13 16:20:48
0.55, 0.55, 0.61,2024-08-13 16:20:49
0.31, 0.49, 0.55,2024-08-13 16:20:50
1.16, 0.61, 0.67,2024-08-13 16:20:51
0.31, 0.37, 0.55,2024-08-13 16:20:52
0.43, 0.49, 0.55,2024-08-13 16:20:53
0.12, 0.55, 0.55,2024-08-13 16:20:54
0.18, 0.55, 0.55,2024-08-13 16:20:55
1.40, 0.67, 0.67,2024-08-13 16:20:56
-0.37, 0.24, 0.55,2024-08-13 16:20:57
0.18, 0.49, 0.55,2024-08-13 16:20:58
0.43, 0.49, 0.61,2024-08-13 16:20:59
0.24, 0.49, 0.55,2024-08-13 16:21:00
0.24, 0.49, 0.49,2024-08-13 16:21:01
0.31, 0.49, 0.55,2024-08-13 16:21:02
0.43, 0.49, 0.55,2024-08-13 16:21:03
0.24, 0.55, 0.55,2024-08-13 16:21:04
0.31, 0.55, 0.55,2024-08-13 16:21:05
0.37, 0.43, 0.55,2024-08-13 16:21:06
0.18, 0.49, 0.55,2024-08-13 16:21:07
0.37, 0.49, 0.55,2024-08-13 16:21:08
0.24, 0.55, 0.55,2024-08-13 16:21:09
0.24, 0.49, 0.55,2024-08-13 16:21:10
0.31, 0.55, 0.55,2024-08-13 16:21:11
0.31, 0.55, 0.55,2024-08-13 16:21:12
0.31, 0.61, 0.55,2024-08-13 16:21:13
0.85, 0.85, 0.61,2024-08-13 16:21:14
-0.73, 0.73, 0.49,2024-08-13 16:21:15
0.24, 0.43, 0.55,2024-08-13 16:21:16
0.37, 0.55, 0.61,2024-08-13 16:21:17
0.37, 0.49, 0.55,2024-08-13 16:21:18
0.12, 0.31, 0.55,2024-08-13 16:21:19
0.31, 0.49, 0.55,2024-08-13 16:21:20
0.31, 0.43, 0.55,2024-08-13 16:21:21
0.12, 0.43, 0.55,2024-08-13 16:21:22
1.16, 0.73, 0.61,2024-08-13 16:21:23
0.79, 0.61, 0.67,2024-08-13 16:21:24
0.49, 0.18, 0.61,2024-08-13 16:21:25
0.24, 0.61, 0.55,2024-08-13 16:21:26
0.31, 0.37, 0.61,2024-08-13 16:21:27
0.24, 0.43, 0.55,2024-08-13 16:21:28
-0.24, 0.49, 0.55,2024-08-13 16:21:29
0.37, 0.49, 0.55,2024-08-13 16:21:30
0.55, 0.61, 0.55,2024-08-13 16:21:31
0.37, 0.55, 0.55,2024-08-13 16:21:32
0.12, 0.55, 0.55,2024-08-13 16:21:33
-0.31, 0.12, 0.61,2024-08-13 16:21:34
0.49, 0.61, 0.55,2024-08-13 16:21:35
0.43, 0.49, 0.49,2024-08-13 16:21:36
0.24, 0.49, 0.61,2024-08-13 16:21:37
0.31, 0.55, 0.55,2024-08-13 16:21:38
0.31, 0.49, 0.55,2024-08-13 16:21:39
0.24, 0.49, 0.55,2024-08-13 16:21:40
0.31, 0.55, 0.55,2024-08-13 16:21:41
0.24, 0.49, 0.55,2024-08-13 16:21:42
