_id,Timestamp,x,y,z
66c97f5600cbf1ca6a82dd7a,2024-08-24 16:36:06.874000,0.37, 0.79, 0.49
66c97f5900cbf1ca6a82dd7b,2024-08-24 16:36:09.263000,0.06, 0.79, 0.49
66c97f5a00cbf1ca6a82dd7c,2024-08-24 16:36:10.880000,2.08, 2.75, 0.55
66c97f5c00cbf1ca6a82dd7d,2024-08-24 16:36:12.883000,0.12, 0.31, 0.49
66c97f5e00cbf1ca6a82dd7e,2024-08-24 16:36:14.898000,0.24, 0.12, 0.49
66c97f6000cbf1ca6a82dd7f,2024-08-24 16:36:16.891000,0.31, 0.61, 0.49
66c97f6200cbf1ca6a82dd80,2024-08-24 16:36:18.905000,0.92, -0.49, 0.55
66c97f6400cbf1ca6a82dd81,2024-08-24 16:36:20.917000,0.49, 0.61, 0.49
66c97f6600cbf1ca6a82dd82,2024-08-24 16:36:22.922000,0.43, 0.49, 0.49
66c97f6800cbf1ca6a82dd83,2024-08-24 16:36:24.928000,0.85, 1.22, 0.49
66c97f6b00cbf1ca6a82dd84,2024-08-24 16:36:27.287000,0.31, 0.37, 0.49
66c97f6c00cbf1ca6a82dd85,2024-08-24 16:36:28.923000,0.37, 0.79, 0.49
66c97f6e00cbf1ca6a82dd86,2024-08-24 16:36:30.929000,0.73, 0.73, 0.49
66c97f7000cbf1ca6a82dd87,2024-08-24 16:36:32.933000,0.18, 0.49, 0.49
66c97f7200cbf1ca6a82dd88,2024-08-24 16:36:34.936000,1.04, 0.85, 0.49
66c97f7400cbf1ca6a82dd89,2024-08-24 16:36:36.947000,0.43, 0.43, 0.49
66c97f7600cbf1ca6a82dd8a,2024-08-24 16:36:38.946000,1.59, 0.98, 0.55
66c97f7800cbf1ca6a82dd8b,2024-08-24 16:36:40.956000,0.06, 0.31, 0.49
66c97f7a00cbf1ca6a82dd8c,2024-08-24 16:36:42.962000,0.18, 0.31, 0.49
66c97f7d00cbf1ca6a82dd8d,2024-08-24 16:36:45.409000,0.31, 0.55, 0.49
66c97f7e00cbf1ca6a82dd8e,2024-08-24 16:36:46.967000,0.31, 0.49, 0.49
66c97f8000cbf1ca6a82dd8f,2024-08-24 16:36:48.975000,0.18, 0.79, 0.43
66c97f8200cbf1ca6a82dd90,2024-08-24 16:36:50.982000,0.24, 0.73, 0.49
66c97f8400cbf1ca6a82dd91,2024-08-24 16:36:52.990000,0.18, 0.31, 0.49
66c97f8600cbf1ca6a82dd92,2024-08-24 16:36:54.993000,0.31, 0.49, 0.49
66c97f8800cbf1ca6a82dd93,2024-08-24 16:36:56.994000,0.24, 0.79, 0.49
66c97f8b00cbf1ca6a82dd94,2024-08-24 16:36:59.002000,0.31, 0.55, 0.49
66c97f8d00cbf1ca6a82dd95,2024-08-24 16:37:01.002000,0.06, 0.12, 0.49
66c97f8f00cbf1ca6a82dd96,2024-08-24 16:37:03.434000,0.24, 0.06, 0.49
66c97f9100cbf1ca6a82dd97,2024-08-24 16:37:05.015000,0.24, 0.31, 0.49
66c97f9300cbf1ca6a82dd98,2024-08-24 16:37:07.018000,0.43, 0.55, 0.49
66c97f9500cbf1ca6a82dd99,2024-08-24 16:37:09.026000,0.12, 0.37, 0.49
66c97f9700cbf1ca6a82dd9a,2024-08-24 16:37:11.054000,0.06, 0.24, 0.49
66c97f9900cbf1ca6a82dd9b,2024-08-24 16:37:13.032000,0.12, 0.73, 0.49
66c97f9b00cbf1ca6a82dd9c,2024-08-24 16:37:15.042000,0.24, 0.31, 0.49
66c97f9d00cbf1ca6a82dd9d,2024-08-24 16:37:17.048000,0.37, -0.24, 0.49
66c97f9f00cbf1ca6a82dd9e,2024-08-24 16:37:19.047000,0.98, -0.73, 0.55
66c97fa100cbf1ca6a82dd9f,2024-08-24 16:37:21.557000,0.06, 0.49, 0.49
66c97fa300cbf1ca6a82dda0,2024-08-24 16:37:23.059000,0.61, 0.37, 0.55
66c97fa500cbf1ca6a82dda1,2024-08-24 16:37:25.065000,0.24, 0.73, 0.49
66c97fa700cbf1ca6a82dda2,2024-08-24 16:37:27.070000,0.37, 0.92, 0.49
66c97fa900cbf1ca6a82dda3,2024-08-24 16:37:29.071000,0.06, 0.18, 0.43
66c97fab00cbf1ca6a82dda4,2024-08-24 16:37:31.089000,0.37, 0.55, 0.49
66c97fad00cbf1ca6a82dda5,2024-08-24 16:37:33.111000,-0.55, 1.28, 0.43
66c97faf00cbf1ca6a82dda6,2024-08-24 16:37:35.106000,-0.67, 1.28, 0.43
66c97fb100cbf1ca6a82dda7,2024-08-24 16:37:37.092000,0.24, 0.24, 0.49
66c97fb300cbf1ca6a82dda8,2024-08-24 16:37:39.582000,0.24, 0.00, 0.49
66c97fb500cbf1ca6a82dda9,2024-08-24 16:37:41.108000,0.24, 0.55, 0.49
66c97fb700cbf1ca6a82ddaa,2024-08-24 16:37:43.112000,0.49, 0.61, 0.49
66c97fb900cbf1ca6a82ddab,2024-08-24 16:37:45.113000,0.67, 1.16, 0.49
66c97fbb00cbf1ca6a82ddac,2024-08-24 16:37:47.138000,0.43, 1.04, 0.49
66c97fbd00cbf1ca6a82ddad,2024-08-24 16:37:49.148000,0.49, 0.85, 0.49
66c97fbf00cbf1ca6a82ddae,2024-08-24 16:37:51.156000,0.92, 0.49, 0.49
66c97fc100cbf1ca6a82ddaf,2024-08-24 16:37:53.139000,0.37, 0.92, 0.49
66c97fc300cbf1ca6a82ddb0,2024-08-24 16:37:55.148000,0.61, 1.28, 0.43
66c97fc500cbf1ca6a82ddb1,2024-08-24 16:37:57.500000,0.49, 0.31, 0.49
66c97fc700cbf1ca6a82ddb2,2024-08-24 16:37:59.154000,1.22, 0.79, 0.55
66c97fc900cbf1ca6a82ddb3,2024-08-24 16:38:01.155000,0.18, -0.85, 0.49
66c97fcb00cbf1ca6a82ddb4,2024-08-24 16:38:03.169000,0.31, 0.73, 0.49
66c97fcd00cbf1ca6a82ddb5,2024-08-24 16:38:05.175000,0.37, 0.73, 0.49
66c97fcf00cbf1ca6a82ddb6,2024-08-24 16:38:07.196000,1.28, 1.77, 0.49
66c97fd100cbf1ca6a82ddb7,2024-08-24 16:38:09.177000,0.12, 0.49, 0.49
66c97fd300cbf1ca6a82ddb8,2024-08-24 16:38:11.186000,0.24, 0.55, 0.43
66c97fd500cbf1ca6a82ddb9,2024-08-24 16:38:13.185000,0.24, 0.37, 0.49
66c97fd700cbf1ca6a82ddba,2024-08-24 16:38:15.633000,0.37, 0.37, 0.49
66c97fd900cbf1ca6a82ddbb,2024-08-24 16:38:17.195000,0.61, 0.61, 0.49
66c97fdb00cbf1ca6a82ddbc,2024-08-24 16:38:19.213000,0.06, 0.55, 0.43
66c97fdd00cbf1ca6a82ddbd,2024-08-24 16:38:21.214000,0.24, 0.73, 0.49
66c97fdf00cbf1ca6a82ddbe,2024-08-24 16:38:23.231000,0.24, 0.43, 0.49
66c97fe100cbf1ca6a82ddbf,2024-08-24 16:38:25.226000,0.49, 0.37, 0.55
66c97fe300cbf1ca6a82ddc0,2024-08-24 16:38:27.221000,0.67, -0.06, 0.55
66c97fe500cbf1ca6a82ddc1,2024-08-24 16:38:29.229000,0.31, 0.43, 0.49
66c97fe700cbf1ca6a82ddc2,2024-08-24 16:38:31.234000,0.31, 0.43, 0.49
66c97fe900cbf1ca6a82ddc3,2024-08-24 16:38:33.647000,0.37, 0.18, 0.49
66c97feb00cbf1ca6a82ddc4,2024-08-24 16:38:35.242000,0.24, 0.43, 0.49
66c97fed00cbf1ca6a82ddc5,2024-08-24 16:38:37.273000,0.24, 0.43, 0.49
66c97fef00cbf1ca6a82ddc6,2024-08-24 16:38:39.261000,0.24, 0.67, 0.49
66c97ff100cbf1ca6a82ddc7,2024-08-24 16:38:41.259000,0.24, 0.43, 0.49
66c97ff300cbf1ca6a82ddc8,2024-08-24 16:38:43.264000,0.31, 0.55, 0.49
66c97ff500cbf1ca6a82ddc9,2024-08-24 16:38:45.266000,0.24, 0.43, 0.49
66c97ff700cbf1ca6a82ddca,2024-08-24 16:38:47.269000,0.31, 0.49, 0.49
66c97ff900cbf1ca6a82ddcb,2024-08-24 16:38:49.276000,0.31, 0.43, 0.49
66c97ffb00cbf1ca6a82ddcc,2024-08-24 16:38:51.674000,0.37, 0.55, 0.49
66c97ffd00cbf1ca6a82ddcd,2024-08-24 16:38:53.304000,0.24, 0.43, 0.49
66c97fff00cbf1ca6a82ddce,2024-08-24 16:38:55.333000,0.37, 0.55, 0.49
66c9800100cbf1ca6a82ddcf,2024-08-24 16:38:57.330000,0.24, 0.43, 0.49
66c9800300cbf1ca6a82ddd0,2024-08-24 16:38:59.321000,0.31, 0.61, 0.49
66c9800500cbf1ca6a82ddd1,2024-08-24 16:39:01.306000,0.31, 0.49, 0.49
66c9800700cbf1ca6a82ddd2,2024-08-24 16:39:03.316000,0.31, 0.61, 0.49
66c9800900cbf1ca6a82ddd3,2024-08-24 16:39:05.322000,0.31, 0.55, 0.49
66c9800b00cbf1ca6a82ddd4,2024-08-24 16:39:07.321000,0.31, 0.61, 0.49
66c9800d00cbf1ca6a82ddd5,2024-08-24 16:39:09.706000,0.31, 0.49, 0.49
66c9800f00cbf1ca6a82ddd6,2024-08-24 16:39:11.342000,0.37, 0.43, 0.49
66c9801100cbf1ca6a82ddd7,2024-08-24 16:39:13.347000,0.31, 0.49, 0.49
66c9801300cbf1ca6a82ddd8,2024-08-24 16:39:15.346000,0.31, 0.73, 0.49
66c9801500cbf1ca6a82ddd9,2024-08-24 16:39:17.356000,-1.53, 2.32, 0.37
66c9801700cbf1ca6a82ddda,2024-08-24 16:39:19.354000,1.46, 1.83, 0.49
66c9801900cbf1ca6a82dddb,2024-08-24 16:39:21.355000,0.49, -0.85, 0.49
66c9801b00cbf1ca6a82dddc,2024-08-24 16:39:23.361000,0.31, 0.55, 0.49
66c9801d00cbf1ca6a82dddd,2024-08-24 16:39:25.375000,0.24, 1.77, 0.43
66c9801f00cbf1ca6a82ddde,2024-08-24 16:39:27.861000,0.61, 0.73, 0.55
66c9802100cbf1ca6a82dddf,2024-08-24 16:39:29.392000,0.00, 0.55, 0.43
66c9802300cbf1ca6a82dde0,2024-08-24 16:39:31.388000,0.18, 0.43, 0.49
66c9802500cbf1ca6a82dde1,2024-08-24 16:39:33.385000,1.46, 0.67, 0.49
66c9802700cbf1ca6a82dde2,2024-08-24 16:39:35.411000,-0.06, 0.18, 0.49
66c9802900cbf1ca6a82dde3,2024-08-24 16:39:37.397000,0.49, 0.55, 0.49
66c9802b00cbf1ca6a82dde4,2024-08-24 16:39:39.406000,0.18, 0.12, 0.49
66c9802d00cbf1ca6a82dde5,2024-08-24 16:39:41.415000,0.18, 0.43, 0.49
66c9802f00cbf1ca6a82dde6,2024-08-24 16:39:43.437000,0.31, 0.55, 0.43
66c9803200cbf1ca6a82dde7,2024-08-24 16:39:46.788000,0.37, 0.55, 0.49
66c9803300cbf1ca6a82dde8,2024-08-24 16:39:47.445000,0.37, 0.67, 0.49
66c9803500cbf1ca6a82dde9,2024-08-24 16:39:49.429000,0.31, 0.49, 0.49
66c9803700cbf1ca6a82ddea,2024-08-24 16:39:51.433000,0.79, 1.40, 0.49
66c9803900cbf1ca6a82ddeb,2024-08-24 16:39:53.443000,0.43, 0.31, 0.49
66c9803b00cbf1ca6a82ddec,2024-08-24 16:39:55.449000,0.31, 0.37, 0.49
66c9803d00cbf1ca6a82dded,2024-08-24 16:39:57.451000,0.31, 0.55, 0.49
66c9803f00cbf1ca6a82ddee,2024-08-24 16:39:59.463000,0.24, 0.43, 0.49
66c9804100cbf1ca6a82ddef,2024-08-24 16:40:01.464000,0.31, 0.49, 0.49
66c9804300cbf1ca6a82ddf0,2024-08-24 16:40:03.863000,0.12, 0.61, 0.49
66c9804500cbf1ca6a82ddf1,2024-08-24 16:40:05.472000,0.43, 0.37, 0.49
66c9804700cbf1ca6a82ddf2,2024-08-24 16:40:07.472000,0.31, 0.55, 0.55
66c9804900cbf1ca6a82ddf3,2024-08-24 16:40:09.478000,0.24, 0.49, 0.49
66c9804b00cbf1ca6a82ddf4,2024-08-24 16:40:11.483000,0.37, 0.55, 0.49
66c9804d00cbf1ca6a82ddf5,2024-08-24 16:40:13.498000,0.31, 0.55, 0.49
66c9804f00cbf1ca6a82ddf6,2024-08-24 16:40:15.492000,0.31, 0.49, 0.49
66c9805100cbf1ca6a82ddf7,2024-08-24 16:40:17.497000,0.24, 0.49, 0.49
66c9805300cbf1ca6a82ddf8,2024-08-24 16:40:19.502000,0.37, 0.73, 0.49
66c9805500cbf1ca6a82ddf9,2024-08-24 16:40:21.890000,0.24, 0.37, 0.43
66c9805700cbf1ca6a82ddfa,2024-08-24 16:40:23.514000,0.24, 0.49, 0.49
66c9805900cbf1ca6a82ddfb,2024-08-24 16:40:25.523000,0.18, 0.18, 0.49
66c9805b00cbf1ca6a82ddfc,2024-08-24 16:40:27.522000,0.31, 0.31, 0.49
66c9805d00cbf1ca6a82ddfd,2024-08-24 16:40:29.532000,0.24, 0.61, 0.49
66c9805f00cbf1ca6a82ddfe,2024-08-24 16:40:31.550000,0.37, 0.43, 0.49
66c9806100cbf1ca6a82ddff,2024-08-24 16:40:33.554000,0.79, 0.31, 0.49
66c9806300cbf1ca6a82de00,2024-08-24 16:40:35.545000,0.31, 0.24, 0.49
66c9806500cbf1ca6a82de01,2024-08-24 16:40:37.557000,0.31, 0.49, 0.49
66c9806700cbf1ca6a82de02,2024-08-24 16:40:39.910000,0.31, 0.43, 0.49
66c9806900cbf1ca6a82de03,2024-08-24 16:40:41.568000,0.31, 0.31, 0.49
66c9806b00cbf1ca6a82de04,2024-08-24 16:40:43.566000,-0.06, 0.18, 0.49
66c9806d00cbf1ca6a82de05,2024-08-24 16:40:45.572000,-0.06, 0.06, 0.49
66c9806f00cbf1ca6a82de06,2024-08-24 16:40:47.573000,0.67, -0.06, 0.49
66c9807100cbf1ca6a82de07,2024-08-24 16:40:49.584000,0.31, 0.18, 0.49
66c9807300cbf1ca6a82de08,2024-08-24 16:40:51.582000,0.37, 0.49, 0.49
66c9807500cbf1ca6a82de09,2024-08-24 16:40:53.593000,-0.12, 0.18, 0.49
66c9807700cbf1ca6a82de0a,2024-08-24 16:40:55.595000,0.24, 0.43, 0.49
66c9807a00cbf1ca6a82de0b,2024-08-24 16:40:58.138000,0.24, 0.43, 0.49
66c9807b00cbf1ca6a82de0c,2024-08-24 16:40:59.648000,0.24, 0.43, 0.49
66c9807d00cbf1ca6a82de0d,2024-08-24 16:41:01.618000,0.31, 0.61, 0.49
66c9807f00cbf1ca6a82de0e,2024-08-24 16:41:03.616000,0.67, 0.43, 0.49
66c9808100cbf1ca6a82de0f,2024-08-24 16:41:05.626000,0.43, 0.61, 0.49
66c9808300cbf1ca6a82de10,2024-08-24 16:41:07.623000,0.37, 0.12, 0.49
66c9808500cbf1ca6a82de11,2024-08-24 16:41:09.635000,0.24, 0.43, 0.49
66c9808700cbf1ca6a82de12,2024-08-24 16:41:11.633000,0.37, 0.49, 0.49
66c9808900cbf1ca6a82de13,2024-08-24 16:41:13.642000,0.24, 0.49, 0.49
66c9808c00cbf1ca6a82de14,2024-08-24 16:41:16.157000,0.18, 0.49, 0.49
66c9808d00cbf1ca6a82de15,2024-08-24 16:41:17.682000,0.18, 0.12, 0.49
66c9808f00cbf1ca6a82de16,2024-08-24 16:41:19.658000,0.18, 0.31, 0.49
66c9809100cbf1ca6a82de17,2024-08-24 16:41:21.660000,0.12, 0.12, 0.49
66c9809300cbf1ca6a82de18,2024-08-24 16:41:23.663000,-0.18, 2.08, 0.49
66c9809500cbf1ca6a82de19,2024-08-24 16:41:25.671000,0.24, 0.55, 0.43
66c9809700cbf1ca6a82de1a,2024-08-24 16:41:27.675000,0.37, 0.49, 0.49
66c9809900cbf1ca6a82de1b,2024-08-24 16:41:29.678000,0.31, 0.37, 0.49
66c9809b00cbf1ca6a82de1c,2024-08-24 16:41:31.688000,0.43, 0.61, 0.49
66c9809e00cbf1ca6a82de1d,2024-08-24 16:41:34.182000,0.43, 0.61, 0.49
66c9809f00cbf1ca6a82de1e,2024-08-24 16:41:35.703000,0.24, 0.37, 0.49
66c980a100cbf1ca6a82de1f,2024-08-24 16:41:37.743000,0.31, 0.49, 0.49
66c980a300cbf1ca6a82de20,2024-08-24 16:41:39.734000,0.43, 0.43, 0.49
66c980a500cbf1ca6a82de21,2024-08-24 16:41:41.736000,0.31, 0.67, 0.49
66c980a700cbf1ca6a82de22,2024-08-24 16:41:43.739000,-39.49, 9.70, -48.52
66c980a900cbf1ca6a82de23,2024-08-24 16:41:45.727000,-24.48, -56.46, 39.12
66c980ab00cbf1ca6a82de24,2024-08-24 16:41:47.728000,-16.85, 10.93, -1.34
66c980ad00cbf1ca6a82de25,2024-08-24 16:41:49.733000,0.73, 0.49, 0.49
66c980b000cbf1ca6a82de26,2024-08-24 16:41:52.112000,0.61, 0.61, 0.49
66c980b100cbf1ca6a82de27,2024-08-24 16:41:53.767000,-0.31, 0.43, 0.49
66c980b300cbf1ca6a82de28,2024-08-24 16:41:55.774000,-0.06, 1.04, 0.43
66c980b500cbf1ca6a82de29,2024-08-24 16:41:57.787000,0.31, 0.67, 0.49
66c980b700cbf1ca6a82de2a,2024-08-24 16:41:59.812000,0.43, 0.43, 0.49
66c980b900cbf1ca6a82de2b,2024-08-24 16:42:01.763000,0.37, 0.67, 0.49
66c980bb00cbf1ca6a82de2c,2024-08-24 16:42:03.775000,0.43, 0.61, 0.49
66c980bd00cbf1ca6a82de2d,2024-08-24 16:42:05.796000,0.12, 0.12, 0.49
66c980bf00cbf1ca6a82de2e,2024-08-24 16:42:07.786000,0.37, 0.31, 0.49
66c980c200cbf1ca6a82de2f,2024-08-24 16:42:10.268000,0.49, 0.85, 0.49
66c980c300cbf1ca6a82de30,2024-08-24 16:42:11.802000,0.18, 0.73, 0.49
66c980c500cbf1ca6a82de31,2024-08-24 16:42:13.809000,0.49, 0.79, 0.43
66c980c700cbf1ca6a82de32,2024-08-24 16:42:15.806000,0.49, 0.55, 0.49
66c980c900cbf1ca6a82de33,2024-08-24 16:42:17.808000,0.31, 0.49, 0.49
66c980cb00cbf1ca6a82de34,2024-08-24 16:42:19.806000,0.37, 0.49, 0.43
66c980cd00cbf1ca6a82de35,2024-08-24 16:42:21.810000,0.37, 0.55, 0.49
66c980cf00cbf1ca6a82de36,2024-08-24 16:42:23.815000,0.24, 0.73, 0.49
66c980d100cbf1ca6a82de37,2024-08-24 16:42:25.824000,0.12, 0.55, 0.43
66c980d400cbf1ca6a82de38,2024-08-24 16:42:28.255000,0.37, 0.43, 0.49
66c980d500cbf1ca6a82de39,2024-08-24 16:42:29.833000,0.18, 0.24, 0.49
66c980d700cbf1ca6a82de3a,2024-08-24 16:42:31.837000,0.24, 0.37, 0.49
66c980d900cbf1ca6a82de3b,2024-08-24 16:42:33.844000,0.31, 0.49, 0.49
66c980db00cbf1ca6a82de3c,2024-08-24 16:42:35.848000,0.24, 0.43, 0.49
66c980dd00cbf1ca6a82de3d,2024-08-24 16:42:37.852000,0.37, 0.55, 0.49
66c980df00cbf1ca6a82de3e,2024-08-24 16:42:39.856000,0.31, 0.49, 0.49
66c980e100cbf1ca6a82de3f,2024-08-24 16:42:41.872000,0.37, 0.55, 0.49
66c980e300cbf1ca6a82de40,2024-08-24 16:42:43.868000,0.31, 0.49, 0.49
66c980e600cbf1ca6a82de41,2024-08-24 16:42:46.272000,0.31, 0.55, 0.49
66c980e700cbf1ca6a82de42,2024-08-24 16:42:47.876000,0.31, 0.43, 0.49
66c980e900cbf1ca6a82de43,2024-08-24 16:42:49.883000,0.37, 0.55, 0.49
66c980eb00cbf1ca6a82de44,2024-08-24 16:42:51.888000,0.31, 0.49, 0.49
66c980ed00cbf1ca6a82de45,2024-08-24 16:42:53.892000,0.37, 0.49, 0.49
66c980ef00cbf1ca6a82de46,2024-08-24 16:42:55.898000,0.37, 0.37, 0.49
66c980f100cbf1ca6a82de47,2024-08-24 16:42:57.907000,0.31, 0.49, 0.55
66c980f300cbf1ca6a82de48,2024-08-24 16:42:59.911000,0.31, 0.49, 0.49
66c980f500cbf1ca6a82de49,2024-08-24 16:43:01.916000,0.31, 0.49, 0.49
66c980f800cbf1ca6a82de4a,2024-08-24 16:43:04.296000,0.31, 0.37, 0.49
66c980f900cbf1ca6a82de4b,2024-08-24 16:43:05.926000,0.31, 0.49, 0.49
66c980fb00cbf1ca6a82de4c,2024-08-24 16:43:07.927000,0.31, 0.61, 0.49
66c980fd00cbf1ca6a82de4d,2024-08-24 16:43:09.933000,0.37, 0.67, 0.49
66c980ff00cbf1ca6a82de4e,2024-08-24 16:43:11.937000,0.31, 0.43, 0.49
66c9810100cbf1ca6a82de4f,2024-08-24 16:43:13.948000,0.31, 0.49, 0.49
66c9810300cbf1ca6a82de50,2024-08-24 16:43:15.950000,0.31, 0.43, 0.49
66c9810500cbf1ca6a82de51,2024-08-24 16:43:17.954000,0.31, 0.49, 0.49
66c9810700cbf1ca6a82de52,2024-08-24 16:43:19.958000,0.24, 0.49, 0.43
66c9810a00cbf1ca6a82de53,2024-08-24 16:43:22.420000,0.37, 0.49, 0.49
66c9810b00cbf1ca6a82de54,2024-08-24 16:43:23.969000,0.31, 0.43, 0.49
66c9810d00cbf1ca6a82de55,2024-08-24 16:43:25.971000,0.31, 0.55, 0.49
66c9810f00cbf1ca6a82de56,2024-08-24 16:43:27.978000,0.31, 0.49, 0.43
66c9811100cbf1ca6a82de57,2024-08-24 16:43:29.985000,0.31, 0.49, 0.49
66c9811300cbf1ca6a82de58,2024-08-24 16:43:31.988000,0.31, 0.49, 0.49
66c9811500cbf1ca6a82de59,2024-08-24 16:43:33.994000,0.31, 0.49, 0.49
66c9811800cbf1ca6a82de5a,2024-08-24 16:43:36.001000,0.31, 0.43, 0.49
66c9811a00cbf1ca6a82de5b,2024-08-24 16:43:38.005000,0.31, 0.55, 0.49
66c9811c00cbf1ca6a82de5c,2024-08-24 16:43:40.443000,0.31, 0.49, 0.55
66c9811e00cbf1ca6a82de5d,2024-08-24 16:43:42.014000,0.31, 0.55, 0.49
66c9812000cbf1ca6a82de5e,2024-08-24 16:43:44.634000,0.24, 0.43, 0.49
66c9812200cbf1ca6a82de5f,2024-08-24 16:43:46.026000,0.37, 0.55, 0.43
66c9812400cbf1ca6a82de60,2024-08-24 16:43:48.027000,0.31, 0.49, 0.49
66c9812600cbf1ca6a82de61,2024-08-24 16:43:50.037000,0.31, 0.55, 0.43
66c9812800cbf1ca6a82de62,2024-08-24 16:43:52.042000,0.31, 0.49, 0.49
66c9812a00cbf1ca6a82de63,2024-08-24 16:43:54.042000,0.31, 0.49, 0.49
66c9812c00cbf1ca6a82de64,2024-08-24 16:43:56.048000,0.31, 0.49, 0.49
66c9812e00cbf1ca6a82de65,2024-08-24 16:43:58.465000,0.31, 0.49, 0.49
66c9813000cbf1ca6a82de66,2024-08-24 16:44:00.068000,0.31, 0.49, 0.49
66c9813200cbf1ca6a82de67,2024-08-24 16:44:02.063000,0.37, 0.55, 0.43
66c9813400cbf1ca6a82de68,2024-08-24 16:44:04.074000,0.31, 0.49, 0.49
66c9813600cbf1ca6a82de69,2024-08-24 16:44:06.078000,0.31, 0.49, 0.49
66c9813800cbf1ca6a82de6a,2024-08-24 16:44:08.095000,0.31, 0.55, 0.55
66c9813a00cbf1ca6a82de6b,2024-08-24 16:44:10.087000,0.37, 0.49, 0.49
66c9813c00cbf1ca6a82de6c,2024-08-24 16:44:12.132000,0.31, 0.67, 0.43
66c9813e00cbf1ca6a82de6d,2024-08-24 16:44:14.096000,0.37, 1.34, 0.49
66c9814000cbf1ca6a82de6e,2024-08-24 16:44:16.487000,0.31, 0.43, 0.43
66c9814200cbf1ca6a82de6f,2024-08-24 16:44:18.105000,0.37, 0.55, 0.49
66c9814400cbf1ca6a82de70,2024-08-24 16:44:20.114000,0.31, 0.49, 0.49
66c9814600cbf1ca6a82de71,2024-08-24 16:44:22.118000,0.37, 0.49, 0.49
66c9814800cbf1ca6a82de72,2024-08-24 16:44:24.118000,0.31, 0.49, 0.49
66c9814a00cbf1ca6a82de73,2024-08-24 16:44:26.124000,0.37, 0.55, 0.49
66c9814c00cbf1ca6a82de74,2024-08-24 16:44:28.132000,0.31, 0.49, 0.49
66c9814e00cbf1ca6a82de75,2024-08-24 16:44:30.135000,0.37, 0.49, 0.49
66c9815000cbf1ca6a82de76,2024-08-24 16:44:32.142000,0.31, 0.43, 0.49
66c9815200cbf1ca6a82de77,2024-08-24 16:44:34.510000,0.37, 0.49, 0.49
66c9815400cbf1ca6a82de78,2024-08-24 16:44:36.157000,0.31, 0.49, 0.49
66c9815600cbf1ca6a82de79,2024-08-24 16:44:38.158000,0.31, 0.55, 0.49
66c9815800cbf1ca6a82de7a,2024-08-24 16:44:40.164000,0.31, 0.55, 0.49
66c9815a00cbf1ca6a82de7b,2024-08-24 16:44:42.164000,0.37, 0.49, 0.49
66c9815c00cbf1ca6a82de7c,2024-08-24 16:44:44.758000,0.31, 0.55, 0.49
66c9815e00cbf1ca6a82de7d,2024-08-24 16:44:46.189000,0.31, 0.49, 0.43
66c9816000cbf1ca6a82de7e,2024-08-24 16:44:48.197000,0.31, 0.49, 0.49
66c9816200cbf1ca6a82de7f,2024-08-24 16:44:50.217000,0.31, 0.49, 0.49
66c9816400cbf1ca6a82de80,2024-08-24 16:44:52.650000,0.31, 0.49, 0.49
66c9816600cbf1ca6a82de81,2024-08-24 16:44:54.194000,0.31, 0.49, 0.49
66c9816800cbf1ca6a82de82,2024-08-24 16:44:56.200000,0.31, 0.55, 0.49
66c9816a00cbf1ca6a82de83,2024-08-24 16:44:58.204000,0.31, 0.43, 0.49
66c9816c00cbf1ca6a82de84,2024-08-24 16:45:00.236000,0.49, 0.31, 0.49
66c9816e00cbf1ca6a82de85,2024-08-24 16:45:02.214000,0.31, 0.43, 0.43
66c9817000cbf1ca6a82de86,2024-08-24 16:45:04.222000,0.24, 0.43, 0.49
66c9817200cbf1ca6a82de87,2024-08-24 16:45:06.225000,0.37, 0.49, 0.49
66c9817400cbf1ca6a82de88,2024-08-24 16:45:08.232000,0.31, 0.49, 0.49
66c9817600cbf1ca6a82de89,2024-08-24 16:45:10.666000,0.12, 0.18, 0.49
66c9817800cbf1ca6a82de8a,2024-08-24 16:45:12.240000,-0.31, 0.79, 0.43
66c9817a00cbf1ca6a82de8b,2024-08-24 16:45:14.247000,0.31, 0.49, 0.49
66c9817c00cbf1ca6a82de8c,2024-08-24 16:45:16.251000,0.31, 0.55, 0.49
66c9817e00cbf1ca6a82de8d,2024-08-24 16:45:18.255000,0.37, 0.49, 0.43
66c9818000cbf1ca6a82de8e,2024-08-24 16:45:20.261000,0.24, 0.49, 0.49
66c9818200cbf1ca6a82de8f,2024-08-24 16:45:22.265000,0.31, 0.49, 0.43
66c9818400cbf1ca6a82de90,2024-08-24 16:45:24.268000,0.31, 0.49, 0.49
66c9818600cbf1ca6a82de91,2024-08-24 16:45:26.277000,0.37, 0.49, 0.49
66c9818800cbf1ca6a82de92,2024-08-24 16:45:28.679000,0.31, 0.49, 0.49
66c9818a00cbf1ca6a82de93,2024-08-24 16:45:30.287000,0.31, 0.55, 0.49
66c9818c00cbf1ca6a82de94,2024-08-24 16:45:32.293000,0.37, 0.49, 0.49
66c9818e00cbf1ca6a82de95,2024-08-24 16:45:34.300000,0.37, 0.55, 0.49
66c9819000cbf1ca6a82de96,2024-08-24 16:45:36.304000,0.31, 0.55, 0.49
66c9819200cbf1ca6a82de97,2024-08-24 16:45:38.307000,0.31, 0.37, 0.49
66c9819400cbf1ca6a82de98,2024-08-24 16:45:40.316000,0.31, 0.49, 0.49
